max class		max class score				score						word
ورزش			7337.603884098322			2217.340135065695			ورزشی
ورزش			6478.321206446782			1956.5262910422025			تیم
ورزش			3771.4729698098895			1140.9819505653184			فوتبال
سیاسی			3279.0895205557895			1092.5001258458599			سیاسی
اقتصاد			3013.8480064722			    1025.015539807583			اقتصادی
اجتماعی			3494.0975736514893			1013.561882486483			اجتماعی
ورزش			3056.3871634679135			926.4537604154418			جام
ورزش			2934.0584354689313			921.9283723443275			بازی
ورزش			2680.8589375086294			811.0246731181159			قهرمانی
ورزش			2113.8189233217063			636.6982670185566			بازیکن
سیاسی			1491.4498938257323			603.1668807610047			اسلامی
ورزش			1931.0144664262073			582.5472950179285			بازیکنان
اقتصاد			1730.2472220795087			569.3878364120441			دلار
ورزش			1874.6925797774986			567.8684607730321			مسابقات
ورزش			1876.0355003718646			565.7227404364361			فدراسیون
ورزش			1658.5262045406953			528.4447078072257			مسابقه
اقتصاد			1580.5138802385832			526.7580353091341			قیمت
اقتصاد			1573.0072993837068			519.8107253275701			گذاری
ورزش			1709.6452058861187			517.437227915166			آسیا
اقتصاد			1554.869001397611			516.9183029787447			سرمایه
سیاسی			1429.849577983982			502.62828604566886			مجلس
اقتصاد			1504.2965274281628			498.6246498045834			صنایع
سیاسی			1419.6227918276622			488.3065992536675			شورای
اقتصاد			1403.441939386959			487.9596376505705			تولید
اقتصاد			1410.881118881119			485.26081263529676			بازار
ورزش			1545.9549138909745			470.49444357213565			بازیهای
ورزش			1536.2171350244794			463.3904700696237			باشگاههای
ورزش			1531.3958756644863			461.6427459099823			رقابت
سیاسی			1130.4069780999353			454.24718623050626			مردم
اقتصاد			1250.359598661736			415.0625044499202			میلیارد
ورزش			1333.824541224585			404.944219021891			مربی
ورزش			1258.6413215710843			388.9621204576045			شکست
ورزش			1280.709505334287			386.9255318065027			باشگاه
ورزش			1270.3790769006555			383.4626165911173			حریف
اقتصاد			1145.7538619272389			375.202761527383			ارزی
سیاسی			1172.0428737459827			374.8359117656436			انتخابات
اقتصاد			1096.6058082438624			372.7674333670603			ریال
ورزش			1192.095163117841			372.43399962940214			قهرمان
اقتصاد			1111.6609557304328			370.9808084264816			صنعتی
سیاسی			818.204567334395			370.77366964270595			جمهوری
اقتصاد			1133.3799189799652			368.5296229773136			نفت
سیاسی			1115.4136028670491			357.9497047295687			آیت
اجتماعی			1135.0222907140703			353.00698362886243			دادگاه
سیاسی			1103.491102182042			352.2081306715944			معظم
اقتصاد			1060.2339748920242			347.01790863560103			صادرات
سیاسی			913.058644178476			340.58453063341386			انقلاب
اقتصاد			942.1777341897576			334.79831630149346			درصد
اقتصاد			922.5313392536332			332.38669921769633			افزایش
اقتصاد			993.4875518114694			328.93754809065956			تولیدی
سیاسی			914.7722898858914			328.93159122323044			آقای
ورزش			1006.5181794753847			323.3394599114861			گل
اقتصاد			861.6617090809955			322.03072998244704			توسعه
ورزش			1069.1544362787827			321.71351655539286			تیمی
ورزش			1059.7126303181642			319.553162813141			پرسپولیس
ورزش			1054.6817562464123			318.0016823255113			ورزشگاه
سیاسی			974.1377411031068			313.5804634820918			خاتمی
ورزش			1015.2827873098744			312.85186990282716			مربیان
اقتصاد			919.0016963023561			300.62523657619806			ارز
اقتصاد			912.7368903418426			298.10284863220306			پتروشیمی
اقتصاد			889.8272510836928			291.6760153462089			سهام
ورزش			725.6974629325548			287.66620177955065			گروه
سیاسی			724.4418227757632			282.9853985641231			نظام
اجتماعی			908.1314055828561			282.9832830980808			روزنامه
ورزش			936.5725223283828			282.81468649542353			المپیک
اقتصاد			846.8729114420908			281.56208540879703			صنعت
ورزش			933.9579975516808			280.8306711906989			مصاف
اقتصاد			790.5392087174172			276.69294111381777			فروش
اقتصاد			766.7397899907959			270.5914774003391			میلیون
ورزش			888.2200664506563			268.0066271406766			لیگ
سیاسی			787.4511040921676			266.8029743433334			اسلام
سیاسی			758.9317172555989			262.856361613962			الله
ورزش			673.7088668386651			262.55924261421666			دیدار
سیاسی			789.6649497759611			262.49226906757815			رهبری
ورزش			861.8493330491378			259.59718371179315			والیبال
اقتصاد			773.3405189796563			258.5308520818462			اقتصاد
سیاسی			762.5162392016873			254.87390271752037			ایرنا
اقتصاد			725.7161646536068			254.77291984710652			هزار
ورزش			835.7050514723486			251.5153017709875			سرمربی
ورزش			399.27425431578746			248.95656130243782			وزیر
سیاسی			704.3711955099792			246.20772336203765			رئیس
سیاسی			769.5401629287368			244.09125285619618			نگهبان
ورزش			809.1531152802829			243.79193686027222			میزبان
ورزش			805.3494833136466			243.2775027436615			دروازه
اجتماعی			781.5995879698118			242.67608558624298			خانواده
اجتماعی			627.2221083186265			241.8029210265307			مطبوعات
ورزش			796.8642201588484			240.19387762633363			مهاجم
سیاسی			680.5982074453591			239.1504031493518			الاسلام
ورزش			716.0822528951628			237.83770651359086			پیروزی
ورزش			360.79142015850744			237.20196069494926			جامعه
اقتصاد			608.0837994914468			237.12044411830533			میزان
اقتصاد			721.6877435587245			235.71577208032156			پارس
ورزش			781.4377136995565			235.2146845546376			حریفان
سیاسی			664.2452438561048			234.36076132368854			حجت
سیاسی			518.9330639475646			233.8203680532747			تاکید
ورزش			745.976628011526			232.813085414261			ورزش
ورزش			750.3149790372912			231.44695531158334			برتری
ورزش			727.120160979318			231.18650447938		    	برتر
ورزش			521.9661317262793			228.22663901031882			دولت
اقتصاد			692.6700759253819			228.03300551736967			معامله
اقتصاد			685.0022399231073			226.5958022866145			بازرگانی
