score						word
0.6129303367128318			ورزشی
0.5162944540488508			تیم
0.29706615916497703			اجتماعی
0.2931431480567692			سیاسی
0.2838688444135211			فوتبال
0.26786328042628327			اقتصادی
0.22525103297896942			بازی
0.22335868577400309			جام
0.1977388931433175			قهرمانی
0.17769604337959577			اسلامی
0.15718056964396032			بازیکن
0.143249505976333			مجلس
0.1421641257411803			بازیکنان
0.13573825543152473			فدراسیون
0.1355804055444536			مسابقات
0.1343022658478894			شورای
0.1308544931417277			مسابقه
0.12648387921220383			دلار
0.12195741903098223			آسیا
0.12145026470020048			مردم
0.1179510528146841			سرمایه
0.11774725368029992			گذاری
0.11728426520212865			قیمت
0.1172768051796318			تولید
0.11403903058446252			باشگاههای
0.11275977068096688			بازار
0.11220190939467933			صنایع
0.1121828363819728			بازیهای
0.11035615828542289			جمهوری
0.10980967868905478			رقابت
0.10592084031748428			دادگاه
0.09983172313975897			گروه
0.09666019957812111			مربی
0.0944313778810093			میلیارد
0.09220218832366589			حریف
0.09135722225372445			شکست
0.09132937112972028			باشگاه
0.0896800305118659			قهرمان
0.08827303319873825			انقلاب
0.08762679307621335			ریال
0.08694672376655754			آیت
0.08667044496584753			ارزی
0.08625864337402245			انتخابات
0.08557666623287519			صنعتی
0.08518217317906984			توسعه
0.08424955273382828			نظام
0.08381942905292972			معظم
0.08319170814821808			نفت
0.08305971361951658			افزایش
0.08297002684866284			هنری
0.08281646746096882			آقای
0.08277885003861374			وزیر
0.08094015444243796			درصد
0.08051309844010457			دولت
0.0789111410611536			خاتمی
0.07852070616756013			صادرات
0.07751646060245942			گل
0.07737154907098631			پرسپولیس
0.07735846367946886			فیلم
0.07710554113699075			تیمی
0.07688326868291417			مربیان
0.07664227514397881			دیدار
0.07646939044592194			روزنامه
0.07584610386810198			ورزشگاه
0.07503939354573985			تولیدی
0.07383256162326957			جامعه
0.0722511507590855			تاکید
0.0713147181425724			مطبوعات
0.06998494456043991			ایرنا
0.06917594521709525			گزارش
0.06877181490173534			ارز
0.06871944381796258			رئیس
0.06869772351113079			پتروشیمی
0.06820026889672848			مصاف
0.06809608020597513			قانون
0.06726506769696083			المپیک
0.06607229965455863			سهام
0.06522702683158954			خانواده
0.06512813575850629			لیگ
0.06450705167402582			الاسلام
0.06445345385841605			اسلام
0.06401556052515422			رهبری
0.06379796021897777			فروش
0.06341337329670571			والیبال
0.06329769622211368			میلیون
0.06276725953415752			گفت
0.06234416659432718			الله
0.06224195252282305			سرمربی
0.06211232147369339			صنعت
0.0619390408723508			وزارت
0.061684062057502764		حجت
0.06147407465308374			میزان
0.060629305002469325		پیروزی
0.06038123856927058			اقتصاد
0.060281676407548446		پرونده
0.060208268418607824		او
0.06010913010347596			زندگی
0.05977603194457659			رسیدگی
0.058736693482579705		هزار
0.05744447770933325			ورزش
